"screen","exposure","outcome","beta","se","t_value","p_value","n","df","weight","exp_label","out_label","chem_class","out_domain","type","p_fdr_global","p_bonf_global","sig_nominal","sig_fdr05","sig_fdr01","sig_bonf","direction"
"Expanded","log_URXP04","BMXBMI",0.4647169828112,0.240622762614047,1.93130931489052,0.0947395426977136,1588,7,NA,"2-Hydroxyfluorene (PAH)","BMI","PAHs","Anthropometric","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXP06","LBXSBU",0.515320338864424,0.17108643683939,3.01204670799351,0.0948088039725721,1581,NA,"WTSA2YR","1-Hydroxyphenanthrene","Blood urea nitrogen","PAHs","Kidney","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXPHE","log_LBXSTR",0.0789294944003826,0.0398319038278921,1.98156469601417,0.0948180754764381,1545,6,NA,"log_URXPHE","log_LBXSTR","PAHs","Other","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXTCC","avg_DBP",-0.573577286963023,0.289482200852068,-1.98139051476997,0.0948409687366686,1524,6,NA,"log_URXTCC","avg_DBP","Other","Cardiovascular","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Novelty","log_URXUIO","LBDHDD",-0.93939372807677,0.486609105904232,-1.9304894147658,0.0948539618859841,1594,7,"WTSA2YR","Urinary iodine","HDL cholesterol","Urinary elements","Metabolic","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUBA","log_LBXSTR",0.0413600735847481,0.020876479373148,1.98118048764232,0.0948685807597967,1589,6,NA,"log_URXUBA","log_LBXSTR","Urinary metals/elements","Other","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXMHNC","LBXSBU",0.438902429871244,0.145918624638738,3.00785750248037,0.0950365969498019,1578,NA,"WTSA2YR","Mono-hydroxyisononyl cyclohexane (MHiNCH)","Blood urea nitrogen","Phthalates","Kidney","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXP01","log_LBXSATSI",-0.0246031996216672,0.012442181403265,-1.97740242038354,0.0953666651530356,1554,6,NA,"1-Hydroxynaphthalene (PAH)","log_LBXSATSI","PAHs","Other","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXCYM","avg_DBP",-0.549906469774989,0.278502280324299,-1.97451334737603,0.0957493257500051,1522,6,NA,"log_URXCYM","avg_DBP","Other","Cardiovascular","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXBPM","PHQ9_total",-0.155763368222231,0.0788955824246164,-1.97429771649206,0.0957779482355872,1462,6,NA,"log_URXBPM","PHQ-9 depression score","VOC metabolites","Mental health","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUCS","LBXGLU",8.68858320375897,4.40226396276209,1.97366247850062,0.0958623187768016,780,6,NA,"Urinary cesium","Fasting glucose","Urinary metals/elements","Metabolic","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXMZP","BMXWAIST",1.21208887506571,0.505121425733292,2.39959901385316,0.0959090609657223,1618,NA,"WTSA2YR","Mono-benzyl phthalate (MBzP)","Waist circumference","Phthalates","Anthropometric","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXDHB","BMXBMI",1.40493315981965,0.730884267814331,1.92223751651,0.0960130844908915,1554,7,NA,"log_URXDHB","BMI","VOC metabolites","Anthropometric","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_LBXPFHS","log_LBXSGB",-0.0167412507574996,0.00560353653693521,-2.98762230729667,0.0961479649643846,1589,NA,"WTMEC2YR","PFHxS","GGT (log)","PFAS","Liver","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXDBUP","log_LBXSGB",0.00809661268712915,0.00411231990203043,1.96886742277309,0.096501604362865,1578,6,NA,"log_URXDBUP","log_LBXSGB","Other","Other","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXUBA","LBXTC",3.20454595800176,1.62830517003228,1.96802541500144,0.0966143046298359,1593,6,NA,"log_URXUBA","Total cholesterol","Urinary metals/elements","Metabolic","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Novelty","log_LBXVBZ","LBXPLTSI",5.09112879380464,2.65454183557178,1.91789359865486,0.0966288124064911,2327,7,"WTMEC2YR","Blood benzene","Platelets","Blood VOCs","Hematology","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXP04","LBXWBCSI",0.287625301288081,0.0967422109148014,2.97311068837765,0.0969564109851725,1618,NA,"WTSA2YR","2-Hydroxyfluorene","WBC count","PAHs","Hematology","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXBCPP","avg_DBP",-0.789457656331157,0.401672310904035,-1.96542712778569,0.0969629135716422,1516,6,NA,"log_URXBCPP","avg_DBP","Other","Cardiovascular","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXCYM","log_LBXSTR",0.023441102623785,0.0119267661554277,1.9654198228006,0.0969638954547308,1545,6,NA,"log_URXCYM","log_LBXSTR","Other","Other","continuous",0.425606046611346,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXP03","LBXWBCSI",0.214983530766491,0.07238735311138,2.96990456932032,0.0971363294269678,1607,NA,"WTSA2YR","3-Hydroxyfluorene","WBC count","PAHs","Hematology","continuous",0.425694634918185,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXP04","log_LBXSAPSI",-0.0286175661539492,0.00971597453999274,-2.94541386827992,0.0985264878520023,1578,NA,"WTSA2YR","2-Hydroxyfluorene","Alk Phos (log)","PAHs","Liver","continuous",0.431111205061343,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXOP1","LBXPLTSI",-2.76587621659896,1.41649070131787,-1.95262574899055,0.0986990205761326,1597,6,NA,"log_URXOP1","Platelets","Other","Hematology","continuous",0.431191346141979,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Novelty","log_URXUP8","LBXSKSI",0.0207557177399777,0.0109129612509364,1.90193268927779,0.0989244584140105,1578,7,"WTSA2YR","Urinary perchlorate","Potassium","Urinary elements","Other","continuous",0.431502005812127,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXHEM","log_LBXSASSI",-0.0529540396008988,0.0271911194422567,-1.94747552462312,0.0994062697112331,1539,6,NA,"log_URXHEM","log_LBXSASSI","Other","Other","continuous",0.432928240050791,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXAAM","LBXSTB",-0.0286203893213617,0.0147133037935043,-1.94520481076434,0.09971970757532,1545,6,NA,"log_URXAAM","Total bilirubin","VOC metabolites","Liver","continuous",0.433292265494128,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXMZP","LBXSBU",0.5529711354702,0.189152834899544,2.92340918793986,0.0997997921953572,1578,NA,"WTSA2YR","Mono-benzyl phthalate (MBzP)","Blood urea nitrogen","Phthalates","Kidney","continuous",0.433292265494128,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMB3","avg_DBP",-1.15738757091365,0.596616971260458,-1.93991727802927,0.100453421610905,1522,6,NA,"log_URXMB3","avg_DBP","Phthalates","Cardiovascular","continuous",0.435453902052853,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUTU","log_LBXSTR",0.03933407329292,0.0203079940386883,1.93687634623024,0.100877841170437,1589,6,NA,"log_URXUTU","log_LBXSTR","Urinary metals/elements","Other","continuous",0.436616786242325,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXATC","log_HOMA_IR",0.0775032083160254,0.0401386238092084,1.93088852982162,0.101718817362289,756,6,NA,"log_URXATC","log_HOMA_IR","VOC metabolites","Metabolic","continuous",0.439576218462071,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMAD","LBXGLU",4.43918582783552,2.30199521585958,1.92840792945692,0.102069267509419,757,6,NA,"log_URXMAD","Fasting glucose","Phthalates","Metabolic","continuous",0.439820395415658,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXTBBA","LBXPLTSI",-8.31785285435659,4.31371464967119,-1.92823437104042,0.102093832437374,1598,6,NA,"log_URXTBBA","Platelets","Other","Hematology","continuous",0.439820395415658,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXTCC","LBXRBCSI",-0.0214285038833145,0.0111192626745346,-1.92715151269788,0.102247230693912,1603,6,NA,"log_URXTCC","RBC count","Other","Hematology","continuous",0.439820395415658,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMHP","eGFR",0.975121701488617,0.507567480142403,1.92116662244602,0.103099225800963,1580,6,NA,"MEHP (phthalate)","eGFR (kidney)","Phthalates","Kidney","continuous",0.440237024590853,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXOP2","eGFR",1.21116722186736,0.630770362799635,1.92013971057814,0.103246127299234,1582,6,NA,"log_URXOP2","eGFR (kidney)","Other","Kidney","continuous",0.440237024590853,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMB3","log_LBXSATSI",-0.0478141234851311,0.0249085150579844,-1.91958948069867,0.103324924791868,1544,6,NA,"log_URXMB3","log_LBXSATSI","Phthalates","Other","continuous",0.440237024590853,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXBCPP","LBXGLU",-1.1017534628026,0.57405671379365,-1.91924149013374,0.103374790995697,775,6,NA,"log_URXBCPP","Fasting glucose","Other","Metabolic","continuous",0.440237024590853,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_LBXBMN","avg_SBP",1.77502344954936,0.948414467404243,1.87156935132748,0.103439119060601,4662,7,NA,"Blood manganese","avg_SBP","Heavy metals","Cardiovascular","continuous",0.440237024590853,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Novelty","log_URXUDMA","LBXSTB",0.0283781575227595,0.0151628876007421,1.87155364268285,0.103441505778529,1593,7,"WTSA2YR","Dimethylarsonic acid (urinary)","Total bilirubin","Urinary metals/elements","Liver","continuous",0.440237024590853,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMAL","eGFR",-2.80007790585676,1.45932925166584,-1.91874308190591,0.1034462536324,1589,6,NA,"log_URXMAL","eGFR (kidney)","Phthalates","Kidney","continuous",0.440237024590853,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Novelty","log_LBXVBZ","LBXGLU",-3.90544939895313,2.09009919802697,-1.86854738887026,0.103899250842817,1151,7,"WTMEC2YR","Blood benzene","Fasting glucose","Blood VOCs","Metabolic","continuous",0.441492865283459,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Novelty","log_URXUP8","LBXSPH",0.0361035449309971,0.0193382287648437,1.86695200320684,0.104142968678029,1579,7,"WTSA2YR","Urinary perchlorate","Phosphorus","Urinary elements","Other","continuous",0.44160799114762,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Novelty","log_URXUP8","LBXPLTSI",-3.78660309543066,2.03137074954353,-1.86406302063843,0.104585713707322,1589,7,"WTSA2YR","Urinary perchlorate","Platelets","Urinary elements","Hematology","continuous",0.44160799114762,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXP03","BMXWAIST",1.20431399868902,0.522967068332089,2.30284863352862,0.104714560731196,1603,NA,"WTSA2YR","3-Hydroxyfluorene","Waist circumference","PAHs","Anthropometric","continuous",0.44160799114762,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMZP","LBXHGB",-0.0467518670104274,0.0244871359295224,-1.90924194421864,0.104818031455486,1595,6,NA,"MBzP (phthalate)","Hemoglobin","Phthalates","Hematology","continuous",0.44160799114762,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMHBP","LBXTC",3.00110436091406,1.57276026484358,1.90817661661393,0.104972973286132,1591,6,NA,"MHBP (phthalate)","Total cholesterol","Phthalates","Metabolic","continuous",0.44160799114762,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXHP2","LBXWBCSI",0.254932614189324,0.133646458331521,1.90751492685981,0.105069325003801,1554,6,NA,"log_URXHP2","WBC","Other","Hematology","continuous",0.44160799114762,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXP04","LBXSTB",-0.0256269400024057,0.0134369309195642,-1.90720188678598,0.105114939008065,1578,6,NA,"2-Hydroxyfluorene (PAH)","Total bilirubin","PAHs","Liver","continuous",0.44160799114762,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXMHBP","PHQ9_total",0.307029407952121,0.108318823206514,2.83449726338661,0.105189886303403,1564,NA,"WTSA2YR","Mono-3-hydroxy-n-butyl (MHBP)","PHQ-9 depression","Phthalates","Mental health","continuous",0.44160799114762,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXP04","LBXSBU",0.497485534981549,0.175967976909904,2.82713675361661,0.105654463934588,1579,NA,"WTSA2YR","2-Hydroxyfluorene","Blood urea nitrogen","PAHs","Kidney","continuous",0.441707855076273,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXUSB","LBXRBCSI",-0.0313479488791686,0.0164700849381039,-1.90332648538105,0.105681276342626,1599,6,NA,"log_URXUSB","RBC count","Urinary metals/elements","Hematology","continuous",0.441707855076273,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_LBXBMN","LBXWBCSI",-0.415332778211159,0.14693653623476,-2.82661337237175,0.105687609100868,4941,NA,"WTMEC2YR","Blood manganese","WBC count","Heavy metals","Hematology","continuous",0.441707855076273,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_LBXBSE","log_LBXSAPSI",-0.0872381197001845,0.0470653183073109,-1.85355422713955,0.106211656687974,4833,7,NA,"Blood selenium","Alk Phosphatase (log)","Heavy metals","Liver","continuous",0.443235510596381,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXPHE","log_LBXIN",-0.160012873459577,0.0844290092494163,-1.89523571201546,0.106873471444538,756,6,NA,"log_URXPHE","log_LBXIN","PAHs","Metabolic","continuous",0.444937780825283,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMCOH","LBXGLU",4.84985870975311,2.55956034366146,1.89480147313713,0.106937835734832,774,6,NA,"MCOCH (phthalate)","Fasting glucose","Phthalates","Metabolic","continuous",0.444937780825283,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMCOH","LBXSBU",0.340833529075055,0.180327781308908,1.89007776062633,0.107640502234767,1578,6,NA,"MCOCH (phthalate)","BUN","Phthalates","Kidney","continuous",0.446232674492346,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXPAR","log_LBXSGB",-0.0124745182392738,0.00660178753843919,-1.88956675243491,0.107716791650528,1587,6,NA,"log_URXPAR","log_LBXSGB","PAHs","Other","continuous",0.446232674492346,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUCD","log_LBXSTR",-0.0574862809325401,0.0304241872147505,-1.88949274229647,0.107727845236886,1589,6,NA,"Urinary cadmium","log_LBXSTR","Urinary metals/elements","Other","continuous",0.446232674492346,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXCEM","PHQ9_total",0.335164813659146,0.177924612068345,1.88374621005441,0.108589563555143,1462,6,NA,"log_URXCEM","PHQ-9 depression score","VOC metabolites","Mental health","continuous",0.448228918762077,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXMHBP","log_LBXSASSI",-0.0284378120021912,0.0102287901012795,-2.78017358070862,0.108688190580167,1575,NA,"WTSA2YR","Mono-3-hydroxy-n-butyl (MHBP)","AST (log)","Phthalates","Liver","continuous",0.448228918762077,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_LBXTHG","PHQ9_total",-0.218375643487371,0.0785485625940055,-2.78013545093232,0.108690703476641,4592,NA,"WTMEC2YR","Blood mercury (total)","PHQ-9 depression","Heavy metals","Mental health","continuous",0.448228918762077,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_LBXPFUA","log_LBXSAPSI",-0.041124516157027,0.0148184254155718,-2.77522847426229,0.109014778460997,1591,NA,"WTMEC2YR","PFUA","Alk Phos (log)","PFAS","Liver","continuous",0.448475483308977,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Novelty","log_SSGLYP","LBXSCH",-3.0998730387412,1.6897063552293,-1.83456316486455,0.109212257720549,1373,7,"WTSSBJ2Y","Glyphosate (surplus serum)","Total cholesterol (serum)","Surplus serum","Other","continuous",0.448475483308977,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXPHE","BMXBMI",-0.751358599878761,0.409584314757783,-1.83444182993944,0.109231689604225,1554,7,NA,"log_URXPHE","BMI","PAHs","Anthropometric","continuous",0.448475483308977,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMHBP","LBXGLU",-3.01529512488804,1.60601208410585,-1.87750463071192,0.109533296293426,774,6,NA,"MHBP (phthalate)","Fasting glucose","Phthalates","Metabolic","continuous",0.449054393601788,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXMHP","LBXSTB",-0.0354331453421777,0.0128312461585861,-2.76147343011321,0.109930525368826,1580,NA,"WTSA2YR","Mono-2-ethylhexyl (MEHP)","Total bilirubin","Phthalates","Liver","continuous",0.449676752489972,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMB3","LBXGH",0.0758954710241154,0.0405039866465767,1.87377780084593,0.110100684471256,1554,6,NA,"log_URXMB3","HbA1c","Phthalates","Metabolic","continuous",0.449676752489972,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXBMA","log_LBXSATSI",0.038241773095976,0.0204196768070142,1.87279032167834,0.110251511838675,1544,6,NA,"log_URXBMA","log_LBXSATSI","VOC metabolites","Other","continuous",0.449676752489972,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMHH","LBXTC",-2.97479327142309,1.58885509205277,-1.87228733841279,0.110328416383448,1591,6,NA,"MEHHP (phthalate)","Total cholesterol","Phthalates","Metabolic","continuous",0.449676752489972,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMIB","log_HOMA_IR",-0.0751295086509044,0.0402539057555552,-1.86639053380643,0.111234007190466,765,6,NA,"MiBP (phthalate)","log_HOMA_IR","Phthalates","Metabolic","continuous",0.452578373893451,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXP10","LBXSBU",0.385240887134586,0.206502846597394,1.86554758678783,0.111364063390091,1579,6,NA,"1-Hydroxypyrene (PAH)","BUN","PAHs","Kidney","continuous",0.452578373893451,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXPHE","LBXSBU",0.406992371043105,0.218716750740166,1.86081939159114,0.112096370117708,1545,6,NA,"log_URXPHE","BUN","PAHs","Kidney","continuous",0.454893252320917,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXMHNC","log_HOMA_IR",0.127820550380791,0.0469421684934456,2.72293663635583,0.112554722465894,765,NA,"WTSA2YR","Mono-hydroxyisononyl cyclohexane (MHiNCH)","HOMA-IR (log)","Phthalates","Metabolic","continuous",0.455366947324601,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Novelty","log_LBXVBZ","LBXTC",3.75845579761625,2.07214339112192,1.81380102058541,0.112586330583257,2325,7,"WTMEC2YR","Blood benzene","Total cholesterol","Blood VOCs","Metabolic","continuous",0.455366947324601,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"PFAS-Thyroid","log_PFUA","TPO_positive",-0.308031625703742,0.152025794370522,-2.02618001095917,0.112701690825688,1374,NA,"WTSSBJ2Y","PFUA","TPO Ab positive","PFAS","Thyroid","binary",0.455366947324601,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXCPM","log_LBXSASSI",-0.0453220542210244,0.0244341886939353,-1.85486225013371,0.113025828131131,1584,6,NA,"log_URXCPM","log_LBXSASSI","Other","Other","continuous",0.456017626918676,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_LBXPFNA","log_LBXSASSI",0.0295553111393325,0.0163324861957659,1.80960270133243,0.113280705951648,1586,7,NA,"PFNA","log_LBXSASSI","PFAS","Other","continuous",0.456387397465141,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXMOH","avg_SBP",-1.54416715419071,0.57171007772912,-2.70096192868292,0.114090819617631,1597,NA,"WTSA2YR","Mono-2-ethyl-5-oxohexyl (MEOHP)","Systolic BP","Phthalates","Cardiovascular","continuous",0.457299671342929,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXBCPP","log_LBXSATSI",0.0414958354423054,0.0224598390125716,1.84755711824464,0.11417604862068,1579,6,NA,"log_URXBCPP","log_LBXSATSI","Other","Other","continuous",0.457299671342929,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_LBXBPB","log_LBXSATSI",0.033710400760708,0.0124916339043026,2.69863822610882,0.114254977885528,4833,NA,"WTMEC2YR","Blood lead","ALT (log)","Heavy metals","Liver","continuous",0.457299671342929,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXDBUP","log_LBXSATSI",0.0259709077746865,0.0140672985249008,1.84619013584697,0.114392570671557,1579,6,NA,"log_URXDBUP","log_LBXSATSI","Other","Other","continuous",0.457299671342929,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_LBXPFDE","BMXWAIST",-3.11754855983519,1.41313270676292,-2.20612582591524,0.114514850234667,1531,NA,"WTMEC2YR","PFDeA","Waist circumference","PFAS","Anthropometric","continuous",0.457299671342929,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXP10","log_LBXSAPSI",-0.0257660815978068,0.00956746839943947,-2.69309293974949,0.1146480725644,1579,NA,"WTSA2YR","1-Hydroxypyrene","Alk Phos (log)","PAHs","Liver","continuous",0.457299671342929,1,FALSE,FALSE,FALSE,FALSE,"Negative"
